contenedor_key,contenedor_id,pedido,parcial,naviera,puerto,deposito_vacio
299,FSCU8331025,8000214 P2 FSC GG,RE-54128,MSC,RE-54128,MEDLOG
300,FSCU8928237,8000149 P10 - 5700011051 P3 FSC GE,,MSC,NAPORTEC,MEDLOG
301,FYCU7127745,5700011351 AVERY,IM-06771,WHAN WAHI,CGSA,CGSA
302,GAOU6703465,8000234 P1 FSC GE,,MSC,TPG,MEDLOG
303,GAOU6748496,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
304,GAOU7031940,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
305,GAOU7269287,8000211 P3 FSC GE,,MAERKS,TPG,OPACIFIC
306,GAOU7278951,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
307,GAOU7436086,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
308,GAOU7669175,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
309,GCXU5553824,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
310,GCXU5594628,8000190 P3 FSC GE,,MAERKS,TPG,OPACIFIC
311,GCXU5752744,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
312,GCXU5765588,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
313,GCXU5981890,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
314,GCXU6086909,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
315,GCXU6458626,8000233 P1 FSC GG,,MAERKS,TPG,OPACIFIC
316,GESU6575769,8000149 P7- 171 P2 -175 P11 FSC GG,,MSC,CGSA,MEDLOG
317,GESU9452515,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
318,GOSU1013943,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
319,HAMU1291271,6002440 P1,,HALO,TPG,BLASTI
320,HAMU1371530,8000167 FSC GE,,HALO,TPG,BLASTI
321,HAMU1459025,8000188 P1 FSC GE,,HALO,TPG,TERCON
322,HAMU1495932,8000198 P5 FSC GE,RE-03838,HALO,RE-03838,TERCON
323,HAMU1511102,8000167 FSC GE,,HALO,TPG,BLASTI
324,HAMU1540501,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
325,HAMU1551574,8000167 FSC GE,,HALO,TPG,BLASTI
326,HAMU1570851,8000167 FSC GE,,HALO,TPG,BLASTI
327,HAMU1575658,8000272 P1 FSC GE,RE-08531,HALO,TPG,TERCON
328,HAMU1588300,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
329,HAMU1730477,8000198 P5 FSC GE,RE-03838,HALO,RE-03838,TERCON
330,HAMU1764944,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
331,HAMU1837655,8000198 P5 FSC GE,RE-03838,HALO,RE-03838,TERCON
332,HAMU1880013,8000167 FSC GE,,HALO,TPG,BLASTI
333,HAMU1920456,8000167 FSC GE,,HALO,TPG,BLASTI
334,HAMU1947312,8000167 FSC GE,,HALO,TPG,BLASTI
335,HAMU2193876,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
336,HAMU2198970,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
337,HAMU2220441,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
338,HAMU2352237,8000167 FSC GE,,HALO,TPG,BLASTI
339,HAMU2386659,8000272 P1 FSC GE,RE-08531,HALO,TPG,TERCON
340,HAMU2447008,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
341,HAMU2481471,8000188 P1 FSC GE,,HALO,TPG,TERCON
342,HAMU2484932,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
343,HAMU2522349,8000188 P1 FSC GE,,HALO,TPG,TERCON
344,HAMU2551650,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
345,HAMU2559820,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
346,HAMU2716257,8000167 FSC GE,,HALO,TPG,BLASTI
347,HAMU2869770,8000167 FSC GE,,HALO,TPG,BLASTI
348,HAMU3016350,8000198 P5 FSC GE,RE-03838,HALO,RE-03838,TERCON
349,HAMU3097671,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
350,HAMU3136084,8000188 P1 FSC GE,,HALO,TPG,TERCON
351,HAMU3177036,8000188 P1 FSC GE,,HALO,TPG,TERCON
352,HAMU3177139,8000188 P1 FSC GE,,HALO,TPG,TERCON
353,HAMU3228513,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
354,HAMU3247489,8000167 FSC GE,,HALO,TPG,BLASTI
355,HAMU3247730,8000167 FSC GE,,HALO,TPG,BLASTI
356,HAMU3256156,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
357,HAMU3278108,8000167 FSC GE,,HALO,TPG,BLASTI
358,HAMU3285827,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
359,HAMU3414056,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
360,HAMU3457612,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
361,HAMU3696710,8000272 P1 FSC GE,RE-08531,HALO,TPG,TERCON
362,HAMU3713606,8000188 P1 FSC GE,,HALO,TPG,TERCON
363,HAMU3745922,8000188 P1 FSC GE,,HALO,TPG,TERCON
364,HAMU3758318,8000188 P1 FSC GE,,HALO,TPG,TERCON
365,HAMU3767069,8000188 P1 FSC GE,,HALO,TPG,TERCON
366,HAMU3769689,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
367,HAMU3776245,8000188 P1 FSC GE,,HALO,TPG,TERCON
368,HAMU3822206,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
369,HAMU3843019,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
370,HAMU3858615,5700011308 P1 ARCLAD GE,RE-05556,HALO,RE-05556,TPG
371,HAMU3946320,8000272 P1 FSC GE,RE-08531,HALO,TPG,TERCON
372,HAMU4025892,8000188 P1 FSC GE,,HALO,TPG,TERCON
373,HAMU4054205,8000188 P1 FSC GE,,HALO,TPG,TERCON
374,HAMU4075580,8000167 FSC GE,,HALO,TPG,BLASTI
375,HAMU4116483,8000188 P1 FSC GE,,HALO,TPG,TERCON
376,HAMU4151545,8000167 FSC GE,,HALO,TPG,BLASTI
377,HAMU4229767,8000167 FSC GE,,HALO,TPG,BLASTI
378,HAMU4328292,8000188 P1 FSC GE,,HALO,TPG,TERCON
379,HAMU4427382,8000188 P1 FSC GE,,HALO,TPG,TERCON
380,HAMU4429127,8000167 FSC GE,,HALO,TPG,BLASTI
381,HAMU4447096,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
382,HAMU4525814,8000188 P1 FSC GE,,HALO,TPG,TERCON
383,HAMU4527648,8000188 P1 FSC GE,,HALO,TPG,TERCON
384,HAMU4625860,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
385,HAMU5122290,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
386,HAMU5149310,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
387,HASU4861580,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
388,HLBU1286573,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
389,HLBU2207898,6002440 P1,,HALO,TPG,BLASTI
390,HLBU2271752,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
391,HLBU2683385,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
392,HLBU3219086,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
393,HLXU8164846,8000198 P5 FSC GE,RE-03838,HALO,RE-03838,TERCON
394,HLXU8521080,ALMIDON 5700011000 P2,,HALO,TPG,TERCON
395,HLXU8605453,8000198 P5 FSC GE,RE-03838,HALO,RE-03838,TERCON
396,HNSU5026296,8000215 P1 FSC GG,RE-54392,MSC,RE-54392,MEDLOG
397,HPCU4648893,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
398,IKSU5200776,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
399,JXLU4439305,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
400,JXLU4670720,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
401,JXLU6256807,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
402,JXLU6391005,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
403,JXLU6424686,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
404,MEDU4329640,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
405,MEDU4381931,ALMIDÓN 8000182 P1,,MSC,CGSA,MEDLOG
406,MEDU4409896,8000149 P10 - 5700011051 P3 FSC GE,,MSC,NAPORTEC,MEDLOG
407,MEDU4505056,8000215 P2 FSC GE,RE-06205,MSC,RE-06205,MEDLOG
408,MEDU4527862,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
409,MEDU4554235,8000212 P3 - 8000213 P2 FSC GG,,MSC,TPG,MEDLOG
410,MEDU4618237,8000215 P2 FSC GE,RE-06205,MSC,RE-06205,MEDLOG
411,MEDU4673297,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
412,MEDU4779458,8000215 P1 FSC GG,RE-54392,MSC,RE-54392,MEDLOG
413,MEDU4822554,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
414,MEDU4822831,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
415,MEDU4900298,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
416,MEDU4986239,8000159 P9 -8000175 P3 FSC GE,,MSC,CGSA,MEDLOG
417,MEDU7062769,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
418,MEDU7075920,8000236 P1 FSC GE,RE-03395,MSC,RE-03395,MEDLOG
419,MEDU7096394,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
420,MEDU7097282,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
421,MEDU7171878,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
422,MEDU7216680,5700011051  P1 GG,,MSC,CGSA,MEDLOG
423,MEDU7217520,8000215 P2 FSC GE,RE-06205,MSC,RE-06205,MEDLOG
424,MEDU7401121,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
425,MEDU7419239,8000236 P1 FSC GE,RE-03395,MSC,RE-03395,MEDLOG
426,MEDU7578380,8000234 P1 FSC GE,,MSC,TPG,MEDLOG
427,MEDU7633507,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
428,MEDU7757046,5700011067 P1  FSC GE,,MSC,TPG,MEDLOG
429,MEDU7886892,8000149 P6 - 175 P12 FSC GG,,MSC,CGSA,MEDLOG
430,MEDU7912688,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
431,MEDU7932299,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
432,MEDU7987080,8000149 P15 - 8000175 P16 - 8000212 P1 - 5700011051 P6 FSC GE,,MSC,TPG,MEDLOG
433,MEDU8504947,8000149 P8 FSC GE,,MSC,CGSA,MEDLOG
434,MEDU8576783,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
435,MEDU8863470,8000215 P2 FSC GE,RE-06205,MSC,RE-06205,MEDLOG
436,MEDU9363416,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
437,MEDU9369775,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
438,MEDU9430427,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
439,MEDU9475442,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
440,MEDU9485991,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
441,MEDUWJ540642,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
442,MRKU2386806,8000233 P3 FSC GG,,MAERKS,TPG,OPACIFIC
443,MRKU2599925,8000233 P1 FSC GG,,MAERKS,TPG,OPACIFIC
444,MRKU2642765,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
445,MRKU2824918,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
446,MRKU3674690,8000211 P3 FSC GE,,MAERKS,TPG,OPACIFIC
447,MRKU3677508,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
448,MRKU4857612,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
449,MRKU4866260,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
450,MRKU4884238,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
451,MRKU5119969,8000233 P1 FSC GG,,MAERKS,TPG,OPACIFIC
452,MRKU5169276,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
453,MRKU5355223,8000233 P3 FSC GG,,MAERKS,TPG,OPACIFIC
454,MRKU5520570,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
455,MRKU5672681,8000233 P3 FSC GG,,MAERKS,TPG,OPACIFIC
456,MRKU5799634,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
457,MRKU5838330,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
458,MRKU5988710,8000211 P3 FSC GE,,MAERKS,TPG,OPACIFIC
459,MRKU6111480,8000233 P3 FSC GG,,MAERKS,TPG,OPACIFIC
460,MRKU6138562,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
461,MRKU6207792,8000233 P1 FSC GG,,MAERKS,TPG,OPACIFIC
462,MRKU6337965,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
463,MRKU6379805,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
464,MRKU6435410,8000233 P1 FSC GG,,MAERKS,TPG,OPACIFIC
465,MRKU6443057,8000190 P2 FSC GE,,MAERKS,TPG,OPACIFIC
466,MRKU6492370,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
467,MRSU3110137,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
468,MRSU3558780,8000233 P2 FSC GG,,MAERKS,TPG,OPACIFIC
469,MRSU3763168,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
470,MRSU3910700,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
471,MRSU3923517,8000233 P3 FSC GG,,MAERKS,TPG,OPACIFIC
472,MRSU4055163,8000211 P5 FSC GE,,MAERKS,TPG,OPACIFIC
473,MRSU4145760,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
474,MRSU4204610,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
475,MRSU4320009,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
476,MRSU4327087,8000233 P3 FSC GG,,MAERKS,TPG,OPACIFIC
477,MRSU4541930,8000211 P5 FSC GE,,MAERKS,TPG,OPACIFIC
478,MRSU4552391,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
479,MRSU4613563,8000211 P3 FSC GE,,MAERKS,TPG,OPACIFIC
480,MRSU4678013,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
481,MRSU4699736,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
482,MRSU4715307,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
483,MRSU4778590,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
484,MRSU4801724,8000190 P3 FSC GE,,MAERKS,TPG,OPACIFIC
485,MRSU4877334,8000233 P1 FSC GG,,MAERKS,TPG,OPACIFIC
486,MRSU4904980,8000211 P3 FSC GE,,MAERKS,TPG,OPACIFIC
487,MRSU5007745,8000233 P1 FSC GG,,MAERKS,TPG,OPACIFIC
488,MRSU5018082,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
489,MRSU5072186,8000233 P2 FSC GG,,MAERKS,TPG,OPACIFIC
490,MRSU5200097,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
491,MRSU5510092,8000233 P3 FSC GG,,MAERKS,TPG,OPACIFIC
492,MRSU5601973,8000211 P5 FSC GE,,MAERKS,TPG,OPACIFIC
493,MRSU5817068,8000233 P2 FSC GG,,MAERKS,TPG,OPACIFIC
494,MRSU5875552,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
495,MRSU6069090,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
496,MRSU6085022,8000190 P2 FSC GE,,MAERKS,TPG,OPACIFIC
497,MRSU6570460,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
498,MRSU6629635,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
499,MRSU6647897,8000233 P2 FSC GG,,MAERKS,TPG,OPACIFIC
500,MRSU6660862,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
501,MRSU6731713,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
502,MRSU6793063,8000211 P2 FSC GE,,MAERKS,TPG,OPACIFIC
503,MRSU6824143,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
504,MRSU6929735,8000190 P2 FSC GE,,MAERKS,TPG,OPACIFIC
505,MRSU7118244,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,RE-06142,OPACIFIC
506,MRSU7277230,8000211 P5 FSC GE,,MAERKS,TPG,OPACIFIC
507,MRSU7637110,8000190 P3 FSC GE,,MAERKS,TPG,OPACIFIC
508,MRSU7920413,8000197 P1 P2 P3 P4,,MAERKS,TPG,OPACIFIC
509,MRSU7995808,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
510,MRSU8145305,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
511,MRSU8157380,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
512,MRSU8820980,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
513,MSBU5061526,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
514,MSBU5084265,8000215 P1 FSC GG,RE-54392,MSC,RE-54392,MEDLOG
515,MSBU5108095,5700011067 P4 - 5700011107 P3 GE,,MSC,TPG,MEDLOG
516,MSBU5120763,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
517,MSBU5128321,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
518,MSBU5207420,8000229 P1 FSC GE,RE-06198,MSC,RE-06198,MEDLOG
519,MSBU5222810,8000236 P4 FSC GE,RE-04220,MSC,RE-04220,MEDLOG
520,MSBU5255115,5700011284 P1 P3 GE,RE-06848,MSC,RE-06848,MEDLOG
521,MSBU5350088,8000214 P2 FSC GG,RE-54128,MSC,RE-54128,MEDLOG
522,MSBU5373150,8000198 P4 FSC GE,,MSC,TPG,MEDLOG
523,MSBU5464964,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
524,MSBU5472717,8000192  P3 FSC GG,,MSC,CGSA,MEDLOG
525,MSBU5535142,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
526,MSBU5540914,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
527,MSBU5547879,8000215 P2 FSC GE,RE-06205,MSC,RE-06205,MEDLOG
528,MSBU5560166,8000236 P4 FSC GE,RE-04220,MSC,RE-04220,MEDLOG
529,MSBU5608275,8000242 P2 P3 FSC GG,RE-05051,MSC,RE-05051,MEDLOG
530,MSBU6526593,8000215 P2 FSC GE,RE-06205,MSC,RE-06205,MEDLOG
531,MSBU6539841,8000218 P1 FSC GE,RE-54910,MSC,RE-54910,MEDLOG
532,MSBU6564593,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
533,MSBU6656452,8000149 P9  5700011051 P2 FSC GE,,MSC,NAPORTEC,MEDLOG
534,MSBU6746216,8000149 P6 - 175 P12 FSC GG,,MSC,CGSA,MEDLOG
535,MSBU6766418,8000175 P7 FSC GE,,MSC,CGSA,MEDLOG
536,MSBU6849385,8000214 P2 FSC GG,RE-54128,MSC,RE-54128,MEDLOG
537,MSBU6871692,8000215 P2 FSC GE,RE-06205,MSC,RE-06205,MEDLOG
538,MSBU6906274,8000214 P2 FSC GG,RE-54128,MSC,RE-54128,MEDLOG
539,MSBU6953023,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
540,MSBU6955089,8000214 P2 FSC GG,RE-54128,MSC,RE-54128,MEDLOG
541,MSBU7052462,ALMIDÓN 8000182 P1,,MSC,CGSA,MEDLOG
542,MSBU7111293,8000215 P1 FSC GG,RE-54392,MSC,RE-54392,MEDLOG
543,MSBU7157988,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
544,MSBU7162120,8000234 P1 FSC GE,,MSC,TPG,MEDLOG
545,MSBU7162156,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
546,MSBU7163168,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
547,MSBU7220490,8000198 P4 FSC GE,,MSC,TPG,MEDLOG
548,MSBU7232166,8000204 P2 FSC GG,,MSC,NAPORTEC,MEDLOG
549,MSBU7267521,8000198 P4 FSC GE,,MSC,TPG,MEDLOG
550,MSBU7307033,8000149 P8 FSC GE,,MSC,CGSA,MEDLOG
551,MSBU7342672,8000149 P7- 171 P2 -175 P11 FSC GG,,MSC,CGSA,MEDLOG
